year_bin,anomaly,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,solar_modulation,volcanic_forcing
1889,-0.144,292.34,0.82,-0.692,-0.211,-0.441,-0.625,-0.69,-1.371,0.008
1890,-0.397,290.92,0.792,-0.692,-0.213,-0.44,-0.625,-0.69,-1.342,0.195
1891,-0.318,293.045,0.834,-0.692,-0.214,-0.439,-0.624,-0.69,-1.313,0.195
1892,-0.381,295.17,0.876,-0.692,-0.216,-0.438,-0.624,-0.69,-1.284,-2.395
1893,-0.294,295.09,0.875,-0.693,-0.218,-0.437,-0.624,-0.69,-1.255,-0.757
1894,-0.342,293.49,0.843,-0.693,-0.219,-0.436,-0.624,-0.69,-1.226,-0.155
1895,-0.254,294.025,0.854,-0.693,-0.221,-0.435,-0.623,-0.69,-1.197,0.066
1896,-0.28,294.56,0.864,-0.693,-0.222,-0.434,-0.623,-0.691,-1.168,0.195
1897,-0.162,295.095,0.875,-0.694,-0.224,-0.433,-0.623,-0.691,-1.139,0.195
1898,-0.387,295.63,0.886,-0.694,-0.226,-0.432,-0.623,-0.691,-1.11,0.195
1899,-0.208,296.165,0.896,-0.694,-0.227,-0.431,-0.623,-0.691,-1.081,0.195
1900,-0.138,294.22,0.858,-0.694,-0.229,-0.43,-0.622,-0.691,-1.052,0.195
1901,-0.177,294.915,0.871,-0.694,-0.23,-0.429,-0.622,-0.691,-1.023,0.195
1902,-0.388,295.61,0.885,-0.695,-0.232,-0.428,-0.622,-0.691,-0.994,0.195
1903,-0.375,295.8,0.889,-0.695,-0.233,-0.427,-0.622,-0.691,-0.965,0.195
1904,-0.43,295.99,0.893,-0.695,-0.235,-0.426,-0.621,-0.692,-0.937,-16.352
1905,-0.307,299.02,0.952,-0.695,-0.237,-0.425,-0.621,-0.692,-0.908,-5.892
1906,-0.241,298.48,0.941,-0.696,-0.238,-0.424,-0.621,-0.692,-0.879,-2.044
1907,-0.342,299.487,0.961,-0.696,-0.24,-0.423,-0.621,-0.692,-0.85,-0.628
1908,-0.422,300.493,0.981,-0.696,-0.241,-0.422,-0.621,-0.692,-0.821,-0.108
1909,-0.476,301.5,1.0,-0.696,-0.243,-0.421,-0.62,-0.692,-0.792,0.084
1910,-0.474,297.87,0.93,-0.696,-0.244,-0.42,-0.62,-0.692,-0.763,0.195
1911,-0.378,298.367,0.939,-0.697,-0.246,-0.419,-0.62,-0.692,-0.734,0.195
1912,-0.446,299.833,0.968,-0.697,-0.248,-0.418,-0.62,-0.693,-0.687,0.195
1913,-0.379,301.3,0.996,-0.697,-0.249,-0.417,-0.619,-0.693,-0.64,-15.107
1914,-0.266,300.7,0.985,-0.697,-0.251,-0.416,-0.619,-0.693,-0.594,-5.434
1915,-0.202,301.31,0.996,-0.697,-0.252,-0.415,-0.619,-0.693,-0.547,-1.876
1916,-0.393,301.92,1.008,-0.698,-0.254,-0.414,-0.619,-0.693,-0.5,-0.566
1917,-0.518,302.885,1.027,-0.698,-0.256,-0.413,-0.619,-0.693,-0.454,-0.085
1918,-0.411,303.85,1.045,-0.698,-0.257,-0.412,-0.618,-0.693,-0.407,0.092
1919,-0.27,304.61,1.06,-0.698,-0.259,-0.41,-0.618,-0.693,-0.36,0.195
1920,-0.207,301.88,1.007,-0.699,-0.26,-0.409,-0.618,-0.694,-0.314,0.195
1921,-0.152,302.817,1.026,-0.699,-0.262,-0.408,-0.618,-0.694,-0.267,0.195
1922,-0.229,303.753,1.044,-0.699,-0.263,-0.407,-0.618,-0.694,-0.22,0.195
1923,-0.158,304.69,1.061,-0.699,-0.265,-0.406,-0.617,-0.694,-0.174,0.195
1924,-0.244,304.768,1.063,-0.699,-0.267,-0.405,-0.617,-0.694,-0.127,0.195
1925,-0.181,304.845,1.064,-0.7,-0.268,-0.404,-0.617,-0.694,-0.08,0.195
1926,-0.091,305.512,1.077,-0.7,-0.27,-0.403,-0.617,-0.694,-0.033,0.195
1927,-0.159,306.178,1.09,-0.7,-0.271,-0.402,-0.616,-0.694,0.013,0.195
1928,-0.128,306.845,1.103,-0.7,-0.273,-0.401,-0.616,-0.695,0.06,0.195
1929,-0.279,305.623,1.079,-0.701,-0.274,-0.4,-0.616,-0.695,0.107,0.195
1930,-0.074,305.682,1.08,-0.701,-0.276,-0.399,-0.616,-0.695,0.153,0.195
1931,-0.031,305.74,1.082,-0.701,-0.278,-0.398,-0.616,-0.695,0.2,0.195
1932,-0.057,308.26,1.129,-0.701,-0.279,-0.397,-0.615,-0.695,0.247,0.195
1933,-0.211,307.11,1.108,-0.701,-0.281,-0.396,-0.615,-0.695,0.293,0.195
1934,-0.062,308.355,1.131,-0.702,-0.282,-0.395,-0.615,-0.695,0.314,0.195
1935,-0.156,306.32,1.093,-0.702,-0.284,-0.394,-0.615,-0.695,0.335,0.195
1936,-0.116,308.3,1.13,-0.702,-0.286,-0.393,-0.614,-0.696,0.356,0.195
1937,0.13,307.41,1.113,-0.702,-0.287,-0.392,-0.614,-0.696,0.377,0.195
1938,0.186,311.068,1.182,-0.703,-0.289,-0.391,-0.614,-0.696,0.398,0.195
1939,0.053,310.835,1.178,-0.703,-0.29,-0.39,-0.614,-0.696,0.419,0.195
1940,0.146,310.375,1.169,-0.703,-0.292,-0.389,-0.614,-0.696,0.44,0.195
1941,-0.03,309.77,1.158,-0.703,-0.293,-0.388,-0.613,-0.696,0.461,0.195
1942,0.066,312.37,1.207,-0.703,-0.295,-0.387,-0.613,-0.696,0.482,0.195
1943,0.183,312.365,1.206,-0.704,-0.297,-0.386,-0.613,-0.696,0.503,-4.054
1944,0.217,312.36,1.206,-0.704,-0.298,-0.385,-0.613,-0.697,0.523,-1.368
1945,0.108,310.938,1.18,-0.704,-0.3,-0.384,-0.612,-0.697,0.544,-0.38
1946,-0.08,312.265,1.205,-0.704,-0.301,-0.383,-0.612,-0.697,0.565,-0.016
1947,0.169,311.615,1.192,-0.704,-0.303,-0.382,-0.612,-0.697,0.586,0.118
1948,-0.198,311.57,1.192,-0.705,-0.304,-0.381,-0.612,-0.697,0.607,0.195
1949,-0.086,309.69,1.156,-0.705,-0.306,-0.38,-0.612,-0.697,0.628,0.195
1950,-0.14,312.83,1.215,-0.705,-0.308,-0.379,-0.611,-0.697,0.649,0.195
1951,0.011,312.505,1.209,-0.705,-0.309,-0.378,-0.611,-0.697,0.67,0.195
1952,0.109,312.18,1.203,-0.706,-0.311,-0.377,-0.611,-0.698,0.691,0.195
1953,0.269,312.455,1.208,-0.706,-0.312,-0.376,-0.611,-0.698,0.712,0.195
1954,0.048,312.73,1.213,-0.706,-0.314,-0.375,-0.61,-0.698,0.733,0.195
1955,-0.005,314.71,1.25,-0.706,-0.316,-0.374,-0.61,-0.698,0.754,0.195
1956,-0.104,315.34,1.262,-0.706,-0.317,-0.372,-0.61,-0.698,0.755,0.195
1957,0.059,315.347,1.262,-0.707,-0.319,-0.371,-0.61,-0.698,0.756,0.195
1958,-0.045,315.335,1.262,-0.707,-0.32,-0.37,-0.61,-0.698,0.757,0.195
1959,0.073,315.98,1.274,-0.707,-0.322,-0.369,-0.609,-0.698,0.759,0.195
1960,-0.06,316.91,1.291,-0.707,-0.323,-0.368,-0.609,-0.698,0.76,0.195
1961,0.032,317.64,1.304,-0.708,-0.325,-0.367,-0.609,-0.699,0.761,0.195
1962,-0.085,318.45,1.319,-0.708,-0.327,-0.366,-0.609,-0.699,0.762,0.195
1963,-0.078,318.99,1.329,-0.708,-0.328,-0.365,-0.609,-0.699,0.764,-5.242
1964,-0.348,319.62,1.34,-0.708,-0.33,-0.364,-0.608,-0.699,0.765,-1.805
1965,-0.109,320.04,1.348,-0.708,-0.331,-0.363,-0.608,-0.699,0.766,-0.54
1966,-0.106,321.37,1.372,-0.709,-0.333,-0.362,-0.608,-0.699,0.767,-0.075
1967,0.057,322.18,1.387,-0.709,-0.334,-0.361,-0.608,-0.699,0.769,0.096
1968,-0.151,323.05,1.403,-0.709,-0.336,-0.36,-0.607,-0.699,0.77,0.159
1969,0.017,324.62,1.431,-0.709,-0.338,-0.359,-0.607,-0.7,0.771,0.182
1970,-0.014,325.68,1.45,-0.71,-0.339,-0.358,-0.607,-0.7,0.773,0.195
1971,-0.049,326.32,1.461,-0.71,-0.341,-0.357,-0.607,-0.7,0.774,0.195
1972,0.014,327.46,1.482,-0.71,-0.342,-0.356,-0.607,-0.7,0.775,0.195
1973,0.091,329.68,1.521,-0.71,-0.344,-0.355,-0.606,-0.7,0.776,0.195
1974,-0.024,330.19,1.53,-0.71,-0.346,-0.354,-0.606,-0.7,0.778,0.195
1975,0.0,331.13,1.547,-0.711,-0.347,-0.353,-0.606,-0.7,0.779,0.195
1976,-0.097,332.03,1.562,-0.711,-0.349,-0.352,-0.606,-0.7,0.78,-3.174
1977,0.186,333.84,1.594,-0.711,-0.35,-0.351,-0.605,-0.701,0.781,-1.044
1978,0.073,335.41,1.621,-0.711,-0.352,-0.35,-0.605,-0.701,0.781,-0.26
1979,-0.004,336.84,1.646,-0.712,-0.353,-0.349,-0.605,-0.701,0.781,0.028
1980,0.311,338.76,1.679,-0.712,-0.355,-0.348,-0.605,-0.701,0.781,0.134
1981,0.424,340.12,1.703,-0.712,-0.357,-0.347,-0.605,-0.701,0.781,0.173
1982,0.017,341.48,1.726,-0.712,-0.358,-0.346,-0.604,-0.701,0.781,0.187
1983,0.215,343.15,1.754,-0.712,-0.36,-0.345,-0.604,-0.701,0.781,0.195
1984,0.222,344.87,1.784,-0.713,-0.361,-0.344,-0.604,-0.701,0.781,0.195
1985,0.146,346.35,1.808,-0.713,-0.363,-0.343,-0.604,-0.702,0.781,0.195
1986,0.127,347.61,1.83,-0.713,-0.364,-0.342,-0.603,-0.702,0.781,0.195
1987,0.196,349.31,1.858,-0.713,-0.366,-0.341,-0.603,-0.702,0.781,0.195
1988,0.422,351.69,1.898,-0.713,-0.368,-0.34,-0.603,-0.702,0.781,0.195
1989,0.235,353.2,1.923,-0.714,-0.369,-0.339,-0.603,-0.702,0.781,0.195
1990,0.491,354.45,1.943,-0.714,-0.371,-0.338,-0.603,-0.702,0.781,0.195
1991,0.526,355.7,1.964,-0.714,-0.372,-0.337,-0.602,-0.702,0.781,-10.558
1992,0.185,356.54,1.977,-0.714,-0.374,-0.336,-0.602,-0.702,0.781,-3.761
1993,0.237,357.21,1.988,-0.715,-0.376,-0.334,-0.602,-0.703,0.781,-1.26
1994,0.292,358.96,2.017,-0.715,-0.377,-0.333,-0.602,-0.703,0.781,-0.34
1995,0.53,360.97,2.049,-0.715,-0.379,-0.332,-0.601,-0.703,0.781,-0.001
1996,0.481,362.74,2.078,-0.715,-0.38,-0.331,-0.601,-0.703,0.781,0.123
1997,0.458,363.88,2.096,-0.715,-0.382,-0.33,-0.601,-0.703,0.781,0.195
1998,0.672,366.84,2.144,-0.716,-0.383,-0.329,-0.601,-0.703,0.781,0.195
1999,0.418,368.54,2.17,-0.716,-0.385,-0.328,-0.601,-0.703,0.781,0.195
2000,0.488,369.71,2.189,-0.716,-0.387,-0.327,-0.6,-0.703,0.781,0.195
2001,0.611,371.32,2.214,-0.718,-0.397,-0.32,-0.597,-0.704,0.781,0.195
2002,0.754,373.45,2.248,-0.72,-0.407,-0.313,-0.594,-0.705,0.781,0.195
2003,0.65,375.98,2.287,-0.721,-0.417,-0.306,-0.59,-0.706,0.781,0.195
2004,0.477,377.7,2.314,-0.723,-0.427,-0.299,-0.587,-0.707,0.781,0.195
2005,0.901,379.98,2.349,-0.725,-0.437,-0.292,-0.584,-0.708,0.781,0.195
2006,0.802,382.09,2.381,-0.727,-0.447,-0.285,-0.58,-0.709,0.781,0.195
2007,0.908,384.02,2.41,-0.728,-0.457,-0.278,-0.577,-0.71,0.781,0.195
2008,0.684,385.83,2.438,-0.73,-0.467,-0.271,-0.573,-0.711,0.781,0.195
2009,0.841,387.64,2.465,-0.732,-0.477,-0.264,-0.57,-0.712,0.781,0.195
2010,0.941,390.1,2.502,-0.734,-0.487,-0.257,-0.567,-0.713,0.781,0.195
2011,0.944,391.85,2.528,-0.735,-0.497,-0.25,-0.563,-0.714,0.781,0.195
2012,0.89,394.06,2.561,-0.737,-0.507,-0.243,-0.56,-0.715,0.781,0.195
2013,0.792,396.74,2.6,-0.739,-0.517,-0.236,-0.557,-0.716,0.781,0.195
2014,0.885,398.81,2.631,-0.741,-0.527,-0.229,-0.553,-0.717,0.781,0.195
2015,0.915,401.01,2.663,-0.743,-0.537,-0.221,-0.55,-0.718,0.781,0.195
2016,1.254,404.41,2.712,-0.744,-0.547,-0.214,-0.547,-0.719,0.781,0.195
2017,1.079,406.76,2.746,-0.746,-0.557,-0.207,-0.543,-0.72,0.781,0.195
2018,1.088,408.72,2.774,-0.748,-0.567,-0.2,-0.54,-0.721,0.781,0.195
2019,1.159,411.65,2.815,-0.75,-0.577,-0.193,-0.536,-0.722,0.781,0.195
2020,1.211,414.21,2.851,-0.751,-0.587,-0.186,-0.533,-0.723,0.781,0.195
2021,0.972,416.41,2.882,-0.753,-0.597,-0.179,-0.53,-0.723,0.781,0.195
2022,1.058,418.53,2.912,-0.755,-0.607,-0.172,-0.526,-0.724,0.781,0.195
2023,1.3,421.08,2.947,-0.757,-0.617,-0.165,-0.523,-0.725,0.781,0.195
2024,1.406,424.61,2.996,-0.758,-0.627,-0.158,-0.52,-0.726,0.781,0.195
4000,,,NaN,-0.76,-0.637,-0.151,-0.516,-0.727,0.781,0.195
5000,,,NaN,-0.804,-0.867,0.024,-0.412,-0.75,0.781,0.195
6000,,,NaN,-0.848,-1.072,0.198,-0.302,-0.773,0.781,0.195
7000,,,NaN,-0.895,-1.248,0.377,-0.2,-0.796,0.781,0.195
8000,,,NaN,-0.944,-1.389,0.553,-0.128,-0.819,0.781,0.195
9000,,,NaN,-0.998,-1.494,0.731,-0.093,-0.843,0.781,0.195
10000,,,NaN,-1.044,-1.561,0.911,-0.093,-0.863,0.781,0.195
11000,,,NaN,-1.101,-1.589,1.092,-0.136,-0.886,0.781,0.195
12000,,,NaN,-1.156,-1.579,1.272,-0.209,-0.908,0.781,0.195
13000,,,NaN,-1.206,-1.531,1.455,-0.299,-0.926,0.781,0.195
14000,,,NaN,-1.265,-1.449,1.638,-0.395,-0.946,0.781,0.195
15000,,,NaN,-1.318,-1.335,1.825,-0.481,-0.963,0.781,0.195
16000,,,NaN,-1.374,-1.192,-1.595,-0.539,-0.98,0.781,0.195
17000,,,NaN,-1.427,-1.025,-1.405,-0.566,-0.994,0.781,0.195
18000,,,NaN,-1.481,-0.839,-1.214,-0.55,-1.008,0.781,0.195
19000,,,NaN,-1.537,-0.639,-1.025,-0.488,-1.021,0.781,0.195
20000,,,NaN,-1.589,-0.428,-0.827,-0.387,-1.032,0.781,0.195
21000,,,NaN,-1.638,-0.214,-0.627,-0.254,-1.041,0.781,0.195
22000,,,NaN,-1.695,0.001,-0.415,-0.091,-1.051,0.781,0.195
23000,,,NaN,-1.739,0.21,-0.2,0.074,-1.057,0.781,0.195
24000,,,NaN,-1.784,0.409,0.034,0.24,-1.063,0.781,0.195
25000,,,NaN,-1.824,0.594,0.297,0.39,-1.067,0.781,0.195
26000,,,NaN,-1.855,0.762,0.57,0.51,-1.07,0.781,0.195
27000,,,NaN,-1.875,0.909,0.875,0.597,-1.072,0.781,0.195
28000,,,NaN,-1.875,1.032,1.201,0.648,-1.072,0.781,0.195
29000,,,NaN,-1.872,1.129,1.511,0.658,-1.072,0.781,0.195
30000,,,NaN,-1.846,1.198,1.801,0.638,-1.07,0.781,0.195
31000,,,NaN,-1.819,1.238,-1.545,0.593,-1.067,0.781,0.195
32000,,,NaN,-1.783,1.247,-1.299,0.53,-1.063,0.781,0.195
33000,,,NaN,-1.746,1.224,-1.079,0.461,-1.058,0.781,0.195
34000,,,NaN,-1.711,1.171,-0.876,0.398,-1.053,0.781,0.195
35000,,,NaN,-1.667,1.087,-0.673,0.341,-1.046,0.781,0.195
36000,,,NaN,-1.631,0.974,-0.486,0.301,-1.04,0.781,0.195
37000,,,NaN,-1.595,0.834,-0.296,0.279,-1.033,0.781,0.195
38000,,,NaN,-1.556,0.669,-0.119,0.268,-1.025,0.781,0.195
39000,,,NaN,-1.521,0.481,0.063,0.271,-1.017,0.781,0.195
40000,,,NaN,-1.489,0.275,0.242,0.278,-1.01,0.781,0.195
41000,,,NaN,-1.453,0.055,0.412,0.276,-1.001,0.781,0.195
42000,,,NaN,-1.422,-0.175,0.59,0.264,-0.993,0.781,0.195
43000,,,NaN,-1.389,-0.409,0.762,0.231,-0.984,0.781,0.195
44000,,,NaN,-1.362,-0.642,0.932,0.167,-0.976,0.781,0.195
45000,,,NaN,-1.331,-0.868,1.103,0.075,-0.967,0.781,0.195
46000,,,NaN,-1.3,-1.082,1.273,-0.047,-0.957,0.781,0.195
47000,,,NaN,-1.278,-1.278,1.442,-0.201,-0.95,0.781,0.195
48000,,,NaN,-1.247,-1.449,1.61,-0.372,-0.94,0.781,0.195
49000,,,NaN,-1.222,-1.591,1.777,-0.555,-0.931,0.781,0.195
50000,,,NaN,-1.199,-1.699,-1.656,-0.738,-0.923,0.781,0.195
51000,,,NaN,-1.174,-1.769,-1.491,-0.904,-0.914,0.781,0.195
52000,,,NaN,-1.151,-1.797,-1.327,-1.043,-0.905,0.781,0.195
53000,,,NaN,-1.129,-1.783,-1.157,-1.145,-0.897,0.781,0.195
54000,,,NaN,-1.109,-1.724,-0.996,-1.193,-0.889,0.781,0.195
55000,,,NaN,-1.087,-1.621,-0.831,-1.186,-0.881,0.781,0.195
56000,,,NaN,-1.066,-1.477,-0.666,-1.119,-0.872,0.781,0.195
57000,,,NaN,-1.05,-1.293,-0.504,-0.989,-0.865,0.781,0.195
58000,,,NaN,-1.03,-1.075,-0.342,-0.805,-0.857,0.781,0.195
59000,,,NaN,-1.008,-0.827,-0.18,-0.572,-0.847,0.781,0.195
60000,,,NaN,-0.996,-0.556,-0.019,-0.3,-0.842,0.781,0.195
61000,,,NaN,-0.974,-0.269,0.141,-0.005,-0.832,0.781,0.195
62000,,,NaN,-0.958,0.028,0.299,0.295,-0.825,0.781,0.195
63000,,,NaN,-0.941,0.327,0.459,0.589,-0.818,0.781,0.195
64000,,,NaN,-0.924,0.62,0.616,0.857,-0.81,0.781,0.195
65000,,,NaN,-0.908,0.9,0.772,1.084,-0.802,0.781,0.195
66000,,,NaN,-0.891,1.159,0.93,1.261,-0.794,0.781,0.195
67000,,,NaN,-0.874,1.393,1.084,1.376,-0.786,0.781,0.195
68000,,,NaN,-0.863,1.593,1.239,1.423,-0.78,0.781,0.195
69000,,,NaN,-0.841,1.756,1.394,1.41,-0.769,0.781,0.195
70000,,,NaN,-0.832,1.876,1.548,1.33,-0.765,0.781,0.195
71000,,,NaN,-0.817,1.951,1.702,1.198,-0.757,0.781,0.195
72000,,,NaN,-0.8,1.977,1.855,1.024,-0.748,0.781,0.195
73000,,,NaN,-0.791,1.955,-1.593,0.819,-0.743,0.781,0.195
74000,,,NaN,-0.779,1.882,-1.439,0.599,-0.737,0.781,0.195
75000,,,NaN,-0.766,1.761,-1.288,0.382,-0.731,0.781,0.195
76000,,,NaN,-0.758,1.595,-1.131,0.174,-0.726,0.781,0.195
77000,,,NaN,-0.749,1.385,-0.978,-0.006,-0.721,0.781,0.195
78000,,,NaN,-0.743,1.138,-0.824,-0.151,-0.718,0.781,0.195
79000,,,NaN,-0.735,0.857,-0.668,-0.259,-0.714,0.781,0.195
80000,,,NaN,-0.728,0.55,-0.512,-0.326,-0.71,0.781,0.195
81000,,,NaN,-0.73,0.224,-0.355,-0.35,-0.711,0.781,0.195
82000,,,NaN,-0.72,-0.114,-0.198,-0.345,-0.706,0.781,0.195
83000,,,NaN,-0.721,-0.454,-0.04,-0.31,-0.706,0.781,0.195
84000,,,NaN,-0.723,-0.789,0.118,-0.262,-0.707,0.781,0.195
85000,,,NaN,-0.719,-1.11,0.276,-0.21,-0.705,0.781,0.195
86000,,,NaN,-0.723,-1.407,0.436,-0.167,-0.707,0.781,0.195
87000,,,NaN,-0.726,-1.674,0.597,-0.141,-0.709,0.781,0.195
88000,,,NaN,-0.731,-1.902,0.755,-0.144,-0.711,0.781,0.195
89000,,,NaN,-0.735,-2.086,0.916,-0.175,-0.714,0.781,0.195
90000,,,NaN,-0.742,-2.219,1.076,-0.24,-0.717,0.781,0.195
91000,,,NaN,-0.749,-2.299,1.233,-0.334,-0.722,0.781,0.195
92000,,,NaN,-0.758,-2.324,1.393,-0.451,-0.726,0.781,0.195
93000,,,NaN,-0.763,-2.293,1.55,-0.577,-0.729,0.781,0.195
94000,,,NaN,-0.778,-2.207,1.707,-0.708,-0.737,0.781,0.195
95000,,,NaN,-0.785,-2.07,1.862,-0.825,-0.741,0.781,0.195
96000,,,NaN,-0.794,-1.886,-1.586,-0.921,-0.745,0.781,0.195
97000,,,NaN,-0.808,-1.661,-1.434,-0.985,-0.753,0.781,0.195
98000,,,NaN,-0.817,-1.401,-1.284,-1.01,-0.757,0.781,0.195
99000,,,NaN,-0.826,-1.114,-1.137,-0.989,-0.762,0.781,0.195
100000,,,NaN,-0.836,-0.808,-0.987,-0.924,-0.767,0.781,0.195
101000,,,NaN,-0.845,-0.49,-0.846,-0.811,-0.771,0.781,0.195
102000,,,NaN,-0.851,-0.169,-0.703,-0.658,-0.774,0.781,0.195
103000,,,NaN,-0.855,0.148,-0.56,-0.468,-0.776,0.781,0.195
104000,,,NaN,-0.859,0.455,-0.422,-0.249,-0.778,0.781,0.195
105000,,,NaN,-0.859,0.743,-0.284,-0.007,-0.778,0.781,0.195
106000,,,NaN,-0.852,1.007,-0.146,0.247,-0.775,0.781,0.195
107000,,,NaN,-0.849,1.243,-0.011,0.504,-0.774,0.781,0.195
108000,,,NaN,-0.837,1.446,0.126,0.759,-0.767,0.781,0.195
109000,,,NaN,-0.82,1.612,0.26,0.998,-0.758,0.781,0.195
110000,,,NaN,-0.803,1.738,0.396,1.217,-0.75,0.781,0.195
111000,,,NaN,-0.78,1.824,0.531,1.402,-0.738,0.781,0.195
112000,,,NaN,-0.75,1.867,0.666,1.549,-0.722,0.781,0.195
113000,,,NaN,-0.724,1.869,0.805,1.646,-0.708,0.781,0.195
114000,,,NaN,-0.686,1.83,0.942,1.69,-0.687,0.781,0.195
115000,,,NaN,-0.652,1.751,1.08,1.669,-0.667,0.781,0.195
116000,,,NaN,-0.608,1.636,1.222,1.586,-0.641,0.781,0.195
117000,,,NaN,-0.567,1.486,1.364,1.433,-0.617,0.781,0.195
118000,,,NaN,-0.522,1.304,1.506,1.219,-0.588,0.781,0.195
119000,,,NaN,-0.47,1.097,1.654,0.945,-0.555,0.781,0.195
120000,,,NaN,-0.422,0.866,1.8,0.626,-0.523,0.781,0.195
121000,,,NaN,-0.371,0.618,-1.653,0.272,-0.488,0.781,0.195
122000,,,NaN,-0.313,0.359,-1.503,-0.093,-0.448,0.781,0.195
123000,,,NaN,-0.262,0.092,-1.35,-0.454,-0.411,0.781,0.195
124000,,,NaN,-0.207,-0.176,-1.196,-0.787,-0.369,0.781,0.195
125000,,,NaN,-0.148,-0.439,-1.042,-1.071,-0.324,0.781,0.195
126000,,,NaN,-0.095,-0.693,-0.884,-1.287,-0.282,0.781,0.195
127000,,,NaN,-0.037,-0.932,-0.725,-1.423,-0.234,0.781,0.195
128000,,,NaN,0.016,-1.15,-0.567,-1.464,-0.19,0.781,0.195
129000,,,NaN,0.075,-1.344,-0.405,-1.412,-0.139,0.781,0.195
130000,,,NaN,0.129,-1.509,-0.242,-1.266,-0.092,0.781,0.195
131000,,,NaN,0.179,-1.643,-0.08,-1.041,-0.046,0.781,0.195
132000,,,NaN,0.239,-1.741,0.084,-0.752,0.009,0.781,0.195
133000,,,NaN,0.287,-1.804,0.249,-0.427,0.055,0.781,0.195
134000,,,NaN,0.337,-1.828,0.414,-0.091,0.104,0.781,0.195
135000,,,NaN,0.389,-1.815,0.579,0.221,0.155,0.781,0.195
136000,,,NaN,0.436,-1.764,0.745,0.482,0.203,0.781,0.195
137000,,,NaN,0.478,-1.676,0.912,0.663,0.246,0.781,0.195
138000,,,NaN,0.525,-1.555,1.077,0.751,0.296,0.781,0.195
139000,,,NaN,0.564,-1.403,1.243,0.73,0.336,0.781,0.195
140000,,,NaN,0.605,-1.223,1.409,0.61,0.381,0.781,0.195
141000,,,NaN,0.638,-1.02,1.574,0.398,0.417,0.781,0.195
142000,,,NaN,0.672,-0.799,1.739,0.121,0.455,0.781,0.195
143000,,,NaN,0.706,-0.564,-1.698,-0.194,0.493,0.781,0.195
144000,,,NaN,0.729,-0.322,-1.534,-0.511,0.519,0.781,0.195
145000,,,NaN,0.756,-0.077,-1.37,-0.8,0.55,0.781,0.195
146000,,,NaN,0.782,0.165,-1.207,-1.027,0.579,0.781,0.195
147000,,,NaN,0.795,0.398,-1.043,-1.166,0.595,0.781,0.195
148000,,,NaN,0.815,0.617,-0.882,-1.203,0.619,0.781,0.195
149000,,,NaN,0.83,0.817,-0.72,-1.125,0.636,0.781,0.195
150000,,,NaN,0.84,0.995,-0.558,-0.932,0.647,0.781,0.195
151000,,,NaN,0.851,1.145,-0.397,-0.636,0.66,0.781,0.195
152000,,,NaN,0.855,1.265,-0.237,-0.254,0.666,0.781,0.195
153000,,,NaN,0.864,1.353,-0.076,0.192,0.677,0.781,0.195
154000,,,NaN,0.861,1.405,0.082,0.66,0.673,0.781,0.195
155000,,,NaN,0.862,1.422,0.242,1.124,0.675,0.781,0.195
156000,,,NaN,0.863,1.402,0.401,1.541,0.675,0.781,0.195
157000,,,NaN,0.855,1.345,0.559,1.876,0.666,0.781,0.195
158000,,,NaN,0.847,1.252,0.718,2.102,0.657,0.781,0.195
159000,,,NaN,0.843,1.126,0.875,2.199,0.651,0.781,0.195
160000,,,NaN,0.827,0.969,1.034,2.151,0.633,0.781,0.195
161000,,,NaN,0.817,0.786,1.192,1.967,0.621,0.781,0.195
162000,,,NaN,0.801,0.579,1.35,1.655,0.603,0.781,0.195
163000,,,NaN,0.787,0.356,1.509,1.237,0.586,0.781,0.195
164000,,,NaN,0.769,0.12,1.667,0.748,0.565,0.781,0.195
165000,,,NaN,0.748,-0.121,1.825,0.22,0.541,0.781,0.195
166000,,,NaN,0.734,-0.361,-1.617,-0.315,0.524,0.781,0.195
167000,,,NaN,0.709,-0.593,-1.459,-0.811,0.497,0.781,0.195
168000,,,NaN,0.689,-0.812,-1.299,-1.246,0.474,0.781,0.195
169000,,,NaN,0.672,-1.011,-1.14,-1.593,0.454,0.781,0.195
170000,,,NaN,0.649,-1.185,-0.981,-1.829,0.429,0.781,0.195
171000,,,NaN,0.629,-1.327,-0.82,-1.947,0.407,0.781,0.195
172000,,,NaN,0.61,-1.435,-0.662,-1.944,0.387,0.781,0.195
173000,,,NaN,0.591,-1.505,-0.502,-1.821,0.366,0.781,0.195
174000,,,NaN,0.572,-1.535,-0.343,-1.594,0.346,0.781,0.195
175000,,,NaN,0.554,-1.524,-0.186,-1.28,0.326,0.781,0.195
176000,,,NaN,0.537,-1.472,-0.027,-0.9,0.308,0.781,0.195
177000,,,NaN,0.523,-1.383,0.13,-0.481,0.293,0.781,0.195
178000,,,NaN,0.502,-1.257,0.286,-0.056,0.271,0.781,0.195
179000,,,NaN,0.494,-1.1,0.443,0.353,0.262,0.781,0.195
180000,,,NaN,0.478,-0.917,0.598,0.715,0.246,0.781,0.195
181000,,,NaN,0.463,-0.712,0.752,1.008,0.231,0.781,0.195
182000,,,NaN,0.455,-0.493,0.906,1.219,0.222,0.781,0.195
183000,,,NaN,0.444,-0.265,1.059,1.334,0.211,0.781,0.195
184000,,,NaN,0.432,-0.036,1.211,1.35,0.198,0.781,0.195
